Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Are,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2020,Season A,December,Ruhuha,Beans,2.67,2.14,214.0,Flat,Improved (RWR 2245),No,None,0.0,No,Beans,Low,Sufficient,No,No,15.0,Sandy Loam,6.86,2.63,59.3,17.4,186.0,23.2,62.9,73.8,7.0,11.7,92.7,10.85
2021,Season B,March,Kamabuye,Rice,2.0,1.43,143.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),2.09,No,Maize,High,Limited,Yes,No,19.0,Clay Soil,7.26,2.37,40.9,18.6,217.9,20.9,59.1,73.9,6.5,11.9,113.8,12.97
2020,Season B,March,Ngeruka,Beans,0.39,0.28,28.0,Valley,Hybrid (MAC 44),Yes,Inorganic (NPK),0.81,No,Maize,Medium,Limited,No,Yes,8.5,Loam,6.78,2.77,79.1,20.6,198.3,23.6,62.9,75.3,7.8,10.2,106.8,9.24
2022,Season B,February,Nyamata,Maize,1.32,1.22,122.0,Hillside,Improved (WH507),Partial,Organic (Compost),0.3,No,Maize,Low,Adequate,Yes,No,6.5,Clay Soil,7.0,3.2,80.6,23.3,262.7,22.9,54.1,70.0,7.5,12.6,112.9,14.71
2022,Season B,May,Gashora,Rice,2.54,2.11,211.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),1.66,No,Beans,Low,Adequate,Yes,No,5.3,Loam,6.37,2.15,46.2,26.2,193.5,24.2,87.2,82.7,6.3,10.9,100.8,28.42
2023,Season B,May,Mareba,Rice,2.34,1.99,199.0,Flat,Hybrid (Komboka),No,None,0.0,Yes,Maize,Low,Sufficient,Yes,Yes,22.2,Sandy Loam,7.14,3.06,57.8,12.7,230.4,22.3,102.6,73.8,7.6,9.2,109.6,22.15
2024,Season A,September,Mwogo,Rice,1.9,1.73,173.0,Valley,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Cassava,Medium,Adequate,No,Yes,21.3,Sandy Soil,6.01,1.92,67.5,21.5,159.7,24.5,69.6,72.7,7.3,11.6,102.9,23.79
2024,Season B,March,Shyara,Beans,0.74,0.45,45.0,Flat,Improved (RWR 2245),Yes,Organic (Compost),0.0,No,Beans,Low,Sufficient,Yes,No,15.8,Sandy Loam,6.04,2.26,54.2,17.6,268.8,21.5,67.0,69.5,8.0,12.6,122.1,13.31
2022,Season A,November,Mayange,Beans,2.43,1.97,197.0,Valley,Hybrid (MAC 44),No,None,0.0,No,Cassava,Medium,Adequate,No,Yes,11.5,Sandy Loam,6.06,2.95,66.5,12.5,212.3,22.7,128.9,73.1,6.5,10.8,107.7,9.42
2022,Season A,January,Ntarama,Rice,1.93,1.6,160.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.62,Yes,Maize,Low,Sufficient,No,No,8.0,Sandy Soil,7.17,2.82,61.9,11.4,240.6,22.9,74.9,69.1,7.7,10.2,100.4,28.82
2022,Season B,February,Ruhuha,Beans,1.75,1.7,170.0,Hillside,Improved (RWR 2245),Partial,Inorganic (NPK),0.45,No,Beans,Low,Limited,No,Yes,21.3,Sandy Loam,7.16,2.43,60.3,13.6,193.8,21.5,49.5,73.3,8.2,11.1,101.6,11.45
2022,Season B,May,Kamabuye,Rice,1.12,1.1,110.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),1.45,No,Maize,Low,Sufficient,Yes,No,24.1,Clay Soil,7.1,2.13,42.2,21.8,193.4,22.0,76.2,79.3,6.8,11.4,110.9,26.8
2022,Season A,September,Mayange,Rice,1.99,1.75,175.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),1.91,Partial,Beans,Low,Adequate,No,Yes,10.3,Sandy Loam,6.16,2.76,73.1,13.5,219.6,24.5,56.7,69.3,7.4,11.4,107.3,24.72
2023,Season B,June,Ngeruka,Beans,1.02,0.63,63.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Maize,Low,Adequate,Yes,No,14.4,Loam,6.95,2.59,73.0,21.7,196.5,22.0,31.8,66.9,7.6,12.0,102.1,9.66
2024,Season A,October,Nyamata,Rice,0.13,0.13,13.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Fallow,Low,Adequate,Yes,Yes,5.6,Clay Soil,7.22,3.19,78.1,26.7,253.8,23.2,67.4,81.8,5.7,9.6,88.7,25.18
2024,Season B,June,Musenyi,Maize,1.29,1.24,124.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),2.04,No,Rice,Medium,Adequate,Yes,No,10.8,Loam,6.92,2.29,42.4,15.1,246.8,22.7,31.3,64.9,9.5,10.8,133.1,15.18
2022,Season B,February,Shyara,Beans,1.47,1.38,138.0,Valley,Hybrid (MAC 44),Partial,Inorganic (NPK),0.17,Yes,Maize,Low,Adequate,Yes,No,5.2,Sandy Loam,6.21,2.16,52.5,18.2,287.8,25.8,82.1,75.2,8.0,11.5,110.2,9.95
2024,Season A,January,Kamabuye,Maize,2.75,2.53,253.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),1.21,No,Beans,High,Sufficient,No,Yes,8.7,Clay Soil,7.16,2.68,41.2,22.4,192.1,20.9,71.9,79.1,7.3,12.5,95.3,12.69
2024,Season B,May,Musenyi,Rice,0.73,0.61,61.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Rice,High,Adequate,Yes,No,21.9,Loam,7.1,2.45,40.6,13.6,259.6,25.6,79.3,77.4,7.1,9.9,103.6,18.64
2022,Season B,May,Rilima,Beans,2.94,1.84,184.0,Valley,Improved (RWR 2245),Yes,Organic (Compost),0.0,Yes,Cassava,High,Limited,Yes,Yes,21.1,Sandy Soil,6.1,1.81,41.0,14.0,210.0,22.4,97.2,74.7,7.9,10.6,92.7,11.44
2022,Season A,October,Juru,Maize,1.5,1.06,106.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Low,Limited,Yes,Yes,17.0,Sandy Loam,6.79,2.43,45.2,26.0,178.2,21.8,120.9,73.5,7.0,11.0,108.3,17.99
2022,Season B,May,Shyara,Beans,2.24,2.06,206.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Beans,Medium,Sufficient,Yes,No,8.5,Sandy Loam,6.07,2.32,55.2,20.6,264.1,25.8,87.1,79.4,6.9,11.6,113.8,10.79
2023,Season A,December,Juru,Maize,1.61,1.36,136.0,Flat,Hybrid (H614D),Yes,Inorganic (NPK),0.78,No,Maize,Medium,Adequate,Yes,No,18.9,Sandy Loam,6.88,2.64,45.2,23.3,169.7,21.1,98.7,74.0,6.9,12.4,113.3,25.3
2022,Season A,November,Juru,Rice,1.85,1.52,152.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Maize,Low,Limited,No,No,16.0,Sandy Loam,6.82,2.81,47.2,21.9,181.9,22.9,140.2,78.3,7.1,8.6,102.4,34.32
2024,Season B,March,Ruhuha,Rice,1.4,1.24,124.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),2.41,No,Fallow,Low,Adequate,No,Yes,18.4,Sandy Loam,7.02,2.8,64.7,17.0,190.0,22.8,98.5,83.0,6.7,10.1,112.9,23.17
2023,Season A,September,Mwogo,Rice,1.21,0.99,99.0,Hillside,Improved (IR64 / NERICA),Yes,Inorganic (NPK),2.64,Yes,Maize,Low,Adequate,Yes,No,22.0,Sandy Soil,5.96,2.3,71.7,18.1,179.9,25.7,80.2,78.0,7.4,11.4,131.0,41.06
2023,Season A,January,Ruhuha,Beans,1.9,1.16,116.0,Hillside,Local Variety,Yes,Inorganic (NPK),0.97,Yes,Maize,High,Adequate,Yes,No,5.9,Sandy Loam,7.1,2.48,64.4,18.3,189.4,21.8,67.7,74.6,8.2,10.0,110.8,8.37
2021,Season B,April,Rweru,Beans,0.29,0.23,23.0,Hillside,Hybrid (MAC 44),Yes,Inorganic (NPK),1.33,No,Beans,Medium,Sufficient,No,No,22.3,Clay Soil,6.83,2.81,65.4,10.8,182.3,24.6,72.7,78.4,7.0,10.1,116.2,9.39
2023,Season A,November,Juru,Rice,2.51,1.85,185.0,Valley,Local Variety,No,None,0.0,No,Maize,Low,Limited,Yes,No,19.6,Sandy Loam,6.93,2.7,49.4,20.9,187.9,23.7,132.6,83.4,7.3,12.4,111.8,19.41
2020,Season A,September,Musenyi,Beans,2.09,1.29,129.0,Valley,Hybrid (MAC 44),No,None,0.0,No,Maize,Medium,Sufficient,Yes,No,12.0,Loam,7.11,2.33,39.8,12.2,263.9,24.7,71.7,70.9,7.7,9.4,124.9,8.45
2023,Season B,April,Ruhuha,Beans,1.91,1.48,148.0,Valley,Improved (RWR 2245),No,None,0.0,Yes,Maize,Low,Limited,No,No,8.4,Sandy Loam,7.11,2.41,61.0,17.9,186.0,22.4,115.5,82.2,7.2,9.7,100.5,12.18
2022,Season B,June,Mareba,Maize,0.81,0.67,67.0,Hillside,Local Variety,No,None,0.0,No,Beans,Medium,Adequate,Yes,No,5.4,Sandy Loam,6.99,2.98,60.4,14.4,230.4,21.0,26.6,65.1,8.4,13.0,102.5,9.03
2021,Season B,February,Mayange,Maize,1.32,1.27,127.0,Hillside,Improved (WH507),No,None,0.0,No,Maize,Medium,Limited,No,Yes,5.6,Sandy Loam,5.98,2.71,64.0,12.9,200.2,22.2,61.3,74.5,7.8,10.0,126.2,13.76
2022,Season B,February,Nyarugenge,Rice,1.47,1.37,137.0,Flat,Hybrid (Komboka),No,None,0.0,No,Maize,Low,Adequate,Yes,No,21.2,Clay Soil,6.2,2.15,36.3,17.6,202.6,24.8,80.2,67.1,8.0,13.0,114.3,26.05
2021,Season B,March,Rilima,Rice,1.49,0.93,93.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Cassava,Low,Limited,Yes,No,5.2,Sandy Soil,5.98,1.85,39.5,17.8,202.6,21.8,78.6,80.4,7.2,11.9,123.2,26.1
2021,Season B,March,Mareba,Maize,0.59,0.47,47.0,Flat,Local Variety,Partial,Organic (Compost),0.76,No,Beans,Medium,Adequate,Yes,No,21.5,Sandy Loam,7.03,2.79,63.8,11.2,242.6,23.4,91.4,77.9,7.2,10.8,121.2,13.62
2023,Season B,February,Mwogo,Rice,0.68,0.53,53.0,Flat,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),1.31,Partial,Beans,High,Limited,Yes,Yes,6.4,Sandy Soil,6.19,1.73,61.0,19.2,158.5,23.4,50.3,80.5,7.9,11.2,105.8,22.0
2023,Season B,March,Mayange,Rice,0.39,0.34,34.0,Flat,Local Variety,Partial,Organic (Compost),0.28,Partial,Cassava,High,Adequate,Yes,No,5.3,Sandy Loam,6.07,2.88,63.6,11.3,193.1,24.9,106.7,75.4,6.9,11.2,123.6,23.13
2020,Season A,November,Mwogo,Beans,1.27,1.19,119.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),1.0,No,Rice,Low,Adequate,Yes,Yes,9.9,Sandy Soil,6.02,2.02,68.4,24.8,155.5,24.0,111.3,84.4,6.7,9.1,104.0,11.21
2020,Season A,November,Juru,Rice,1.14,0.92,92.0,Valley,Local Variety,No,None,0.0,No,Maize,High,Sufficient,No,No,12.0,Sandy Loam,6.94,2.74,49.3,25.3,191.1,22.4,107.5,73.4,6.9,11.6,108.1,18.38
2021,Season B,March,Musenyi,Rice,1.53,1.43,143.0,Valley,Improved (IR64 / NERICA),Partial,Organic (Compost),0.58,No,Fallow,Medium,Adequate,Yes,Yes,22.4,Loam,7.24,2.14,41.0,15.3,256.8,22.2,82.6,76.2,7.3,10.8,117.2,31.6
2021,Season A,November,Kamabuye,Maize,2.6,2.07,207.0,Valley,Hybrid (H614D),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,12.6,Clay Soil,7.2,2.23,40.4,19.2,203.7,22.6,99.2,69.6,6.9,10.2,96.5,23.34
2020,Season A,September,Mayange,Maize,0.67,0.45,45.0,Flat,Improved (WH507),Yes,Inorganic (NPK),2.06,No,Beans,Medium,Adequate,Yes,Yes,7.1,Sandy Loam,6.08,2.68,63.2,11.8,204.6,23.9,58.3,79.5,7.1,14.4,100.0,18.71
2021,Season B,February,Mayange,Beans,2.96,2.81,281.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),0.47,Yes,Fallow,Medium,Adequate,Yes,No,12.5,Sandy Loam,6.15,2.61,68.3,10.1,214.8,20.8,94.5,69.7,7.1,10.5,110.0,8.51
2020,Season B,February,Nyamata,Beans,2.56,1.68,168.0,Flat,Hybrid (MAC 44),Partial,Organic (Compost),0.65,No,Fallow,Low,Adequate,Yes,No,22.8,Clay Soil,7.03,3.29,76.4,21.0,273.7,23.2,75.6,83.1,8.2,10.5,123.0,11.12
2024,Season B,February,Kamabuye,Beans,2.85,1.97,197.0,Flat,Local Variety,Partial,Inorganic (NPK),0.25,No,Beans,High,Adequate,No,No,16.6,Clay Soil,7.13,2.36,38.3,22.3,206.7,23.2,70.5,75.1,8.1,10.6,95.1,5.26
2023,Season B,April,Nyamata,Rice,2.01,1.31,131.0,Flat,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Maize,High,Limited,No,Yes,14.9,Clay Soil,7.23,3.39,78.0,20.1,241.4,23.9,111.9,84.0,6.8,10.1,119.5,28.89
2022,Season B,April,Ntarama,Maize,1.66,1.15,115.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Medium,Sufficient,Yes,No,16.6,Sandy Soil,7.1,2.92,60.4,11.0,264.5,23.5,146.9,83.5,7.8,10.0,120.0,17.1
2021,Season B,March,Mareba,Maize,0.88,0.6,60.0,Flat,Improved (WH507),No,None,0.0,No,Maize,Low,Limited,No,No,5.6,Sandy Loam,7.11,3.1,61.8,14.8,237.2,24.1,98.2,79.4,7.7,10.5,101.7,14.61
2020,Season B,February,Mareba,Rice,2.57,2.21,221.0,Flat,Local Variety,Yes,Organic (Compost),0.0,Yes,Beans,Low,Adequate,Yes,No,17.0,Sandy Loam,7.2,3.04,64.3,11.0,223.4,24.7,90.1,72.2,7.8,10.5,124.3,23.65
2021,Season A,November,Ntarama,Rice,1.47,0.94,94.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Cassava,Low,Adequate,Yes,No,16.2,Sandy Soil,7.12,3.02,62.6,12.8,251.9,22.3,138.7,72.3,6.9,11.3,91.3,36.56
2021,Season A,December,Shyara,Rice,2.18,1.44,144.0,Valley,Local Variety,No,None,0.0,No,Rice,Medium,Adequate,Yes,No,24.0,Sandy Loam,6.02,2.47,59.8,24.9,270.8,22.4,66.3,80.2,7.6,12.2,105.9,15.35
2023,Season B,February,Nyarugenge,Rice,2.75,2.14,214.0,Valley,Local Variety,Yes,Organic (Compost),0.0,No,Beans,Medium,Adequate,No,No,19.4,Clay Soil,6.22,1.93,39.9,20.9,193.4,22.9,77.7,84.9,7.2,10.1,106.7,16.99
2023,Season A,December,Ruhuha,Maize,0.63,0.62,62.0,Hillside,Improved (WH507),Partial,Organic (Compost),0.53,No,Beans,Medium,Sufficient,No,Yes,19.6,Sandy Loam,7.07,2.75,61.5,19.0,191.9,20.5,59.7,83.4,6.6,10.3,102.6,16.14
2023,Season B,April,Mwogo,Rice,0.63,0.39,39.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Fallow,Low,Adequate,Yes,Yes,19.6,Sandy Soil,6.1,2.17,72.7,19.0,166.4,24.8,70.7,78.3,6.4,11.5,97.5,26.01
2023,Season A,December,Shyara,Beans,1.62,1.05,105.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Maize,Low,Adequate,No,Yes,12.7,Sandy Loam,6.17,2.25,54.9,25.9,250.8,21.8,83.6,77.5,7.2,11.3,122.7,10.55
2023,Season B,May,Mareba,Maize,0.17,0.12,12.0,Valley,Improved (WH507),No,None,0.0,No,Maize,High,Adequate,Yes,Yes,20.8,Sandy Loam,7.12,3.25,59.9,8.2,235.1,23.5,70.7,81.4,6.5,11.1,102.7,12.64
2021,Season A,November,Gashora,Maize,0.98,0.78,78.0,Valley,Improved (WH507),No,None,0.0,No,Beans,Low,Adequate,Yes,No,21.9,Loam,6.61,2.4,46.4,23.7,193.7,22.7,112.2,79.5,6.8,10.1,94.9,18.58
2023,Season A,November,Ruhuha,Rice,2.92,1.81,181.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,21.3,Sandy Loam,7.05,2.69,63.5,18.6,186.2,25.6,95.6,69.1,7.5,10.6,104.3,28.97
2022,Season B,February,Shyara,Beans,1.05,1.03,103.0,Valley,Hybrid (MAC 44),No,None,0.0,No,Maize,Medium,Adequate,No,No,5.9,Sandy Loam,6.15,2.47,56.7,17.2,277.5,23.3,63.1,70.7,7.9,12.2,103.4,7.87
2023,Season A,December,Mwogo,Rice,0.64,0.54,54.0,Hillside,Improved (IR64 / NERICA),Yes,Inorganic (NPK),2.82,No,Maize,High,Sufficient,Yes,No,14.5,Sandy Soil,6.05,1.85,70.7,19.5,148.9,24.2,117.5,64.9,8.0,11.4,106.4,38.84
2024,Season A,September,Mwogo,Maize,1.21,0.8,80.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Low,Adequate,Yes,No,11.0,Sandy Soil,6.1,2.06,67.3,19.2,179.0,21.7,100.9,79.1,7.4,12.7,114.6,21.51
2022,Season B,June,Mayange,Rice,1.72,1.39,139.0,Flat,Hybrid (Komboka),No,None,0.0,No,Beans,Medium,Adequate,No,No,18.5,Sandy Loam,6.17,2.92,67.0,7.0,199.5,23.9,25.0,65.0,8.6,12.9,121.4,17.56
2024,Season A,October,Musenyi,Beans,0.92,0.64,64.0,Hillside,Local Variety,No,None,0.0,Yes,Rice,Medium,Sufficient,Yes,Yes,18.6,Loam,7.02,2.19,39.8,9.6,244.2,21.3,105.1,81.9,6.9,11.6,101.9,6.45
2020,Season B,June,Mareba,Beans,2.43,1.58,158.0,Hillside,Hybrid (MAC 44),Partial,Inorganic (NPK),0.43,Partial,Beans,Low,Adequate,Yes,Yes,7.7,Sandy Loam,7.16,3.28,54.7,14.3,225.7,21.6,24.1,69.7,8.6,12.3,128.0,8.29
2023,Season A,November,Nyarugenge,Maize,1.79,1.62,162.0,Flat,Local Variety,No,None,0.0,No,Cassava,Low,Limited,Yes,Yes,9.6,Clay Soil,6.27,2.06,37.6,22.5,195.9,22.1,135.1,74.7,6.4,10.2,105.3,12.4
2020,Season B,June,Musenyi,Beans,1.12,0.85,85.0,Hillside,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),0.3,No,Fallow,Medium,Limited,Yes,Yes,6.4,Loam,7.09,2.41,42.8,13.7,263.2,22.3,37.6,74.9,8.2,10.7,126.8,6.66
2024,Season B,February,Rilima,Rice,2.6,1.7,170.0,Valley,Hybrid (Komboka),No,None,0.0,No,Beans,Medium,Sufficient,No,No,23.3,Sandy Soil,6.05,1.86,48.1,12.6,200.1,24.2,60.5,71.9,7.0,12.1,100.9,20.61
2021,Season B,March,Musenyi,Beans,1.5,1.5,150.0,Flat,Local Variety,Yes,Inorganic (NPK),1.17,No,Rice,High,Adequate,No,No,22.2,Loam,7.17,2.21,35.8,11.8,248.8,22.4,100.6,75.5,6.8,9.7,120.9,6.57
2024,Season B,March,Mayange,Maize,1.89,1.87,187.0,Hillside,Local Variety,No,None,0.0,No,Beans,Medium,Sufficient,No,No,15.6,Sandy Loam,6.05,2.69,70.8,12.9,191.4,24.6,82.4,68.9,7.2,10.3,98.1,13.78
2022,Season B,February,Kamabuye,Maize,1.63,1.5,150.0,Hillside,Hybrid (H614D),Partial,Organic (Compost),0.79,No,Rice,Medium,Adequate,Yes,No,19.5,Clay Soil,7.04,2.4,43.5,18.9,196.1,24.5,67.9,77.4,7.3,11.4,98.9,20.96
2023,Season B,February,Ngeruka,Beans,0.92,0.9,90.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Cassava,High,Sufficient,Yes,No,11.5,Loam,7.03,2.84,77.4,20.8,178.1,23.9,53.3,75.3,6.8,12.4,101.6,6.55
2023,Season A,December,Ngeruka,Maize,1.56,1.27,127.0,Flat,Improved (WH507),No,None,0.0,Yes,Maize,Medium,Sufficient,Yes,No,24.2,Loam,6.97,2.63,75.9,23.1,205.6,21.2,79.8,70.6,7.9,9.9,122.5,14.91
2024,Season B,May,Mareba,Rice,3.0,2.84,284.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),2.84,Yes,Fallow,High,Limited,No,Yes,13.1,Sandy Loam,7.28,3.17,60.2,11.3,245.7,22.6,102.2,78.6,7.2,9.2,91.7,16.41
2022,Season A,November,Mayange,Beans,1.7,1.69,169.0,Flat,Improved (RWR 2245),Yes,Inorganic (NPK),1.02,No,Maize,Low,Sufficient,Yes,Yes,19.8,Sandy Loam,5.85,2.82,70.0,9.2,204.8,23.3,104.7,84.1,6.0,10.2,108.9,14.62
2024,Season A,September,Kamabuye,Beans,0.29,0.26,26.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Beans,Low,Adequate,No,No,10.1,Clay Soil,7.19,2.4,36.4,20.2,198.5,22.1,50.3,79.1,8.1,10.4,114.6,11.96
2024,Season B,February,Kamabuye,Beans,2.43,1.59,159.0,Valley,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),1.43,No,Beans,Low,Adequate,Yes,No,10.3,Clay Soil,7.1,2.63,41.8,20.1,196.1,22.4,75.5,74.0,7.0,11.5,120.8,15.02
2021,Season A,September,Mwogo,Beans,0.25,0.19,19.0,Valley,Local Variety,Yes,Inorganic (NPK),0.5,No,Maize,Medium,Limited,Yes,Yes,20.3,Sandy Soil,5.92,2.05,65.7,22.3,159.8,24.5,70.3,70.3,8.1,11.5,100.1,7.35
2024,Season A,October,Ruhuha,Beans,1.42,0.86,86.0,Valley,Improved (RWR 2245),Yes,Organic (Compost),0.0,No,Maize,Medium,Limited,Yes,No,21.9,Sandy Loam,6.98,2.73,67.1,16.8,194.5,27.1,73.6,85.5,6.9,7.7,99.6,12.85
2021,Season B,February,Shyara,Beans,0.53,0.51,51.0,Flat,Improved (RWR 2245),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,10.2,Sandy Loam,6.24,2.19,58.6,23.1,267.2,23.8,74.4,70.4,7.1,11.9,107.2,12.77
2023,Season B,February,Rilima,Rice,0.56,0.47,47.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Medium,Sufficient,No,Yes,21.1,Sandy Soil,6.09,1.81,38.9,13.5,214.8,23.1,58.8,67.6,7.6,9.4,118.5,27.21
2022,Season B,April,Ntarama,Maize,1.38,1.0,100.0,Flat,Local Variety,No,None,0.0,Yes,Fallow,Medium,Sufficient,Yes,No,8.2,Sandy Soil,7.07,3.15,66.5,11.7,232.4,24.3,82.4,87.1,5.6,10.9,120.9,12.18
2021,Season B,February,Mayange,Rice,1.46,1.4,140.0,Flat,Hybrid (Komboka),No,None,0.0,No,Beans,Medium,Adequate,Yes,No,18.2,Sandy Loam,6.03,2.7,66.8,13.5,209.9,20.9,59.5,72.4,7.6,13.4,94.3,21.38
2023,Season B,March,Gashora,Rice,1.44,1.06,106.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Fallow,Medium,Sufficient,No,Yes,20.2,Loam,6.63,2.27,49.0,25.4,198.1,21.8,114.2,76.1,6.9,11.0,110.3,29.49
2021,Season A,December,Ntarama,Rice,0.47,0.36,36.0,Valley,Local Variety,No,None,0.0,Yes,Maize,Medium,Limited,Yes,No,11.9,Sandy Soil,7.1,3.01,68.0,10.0,250.9,24.2,85.1,71.3,7.3,11.3,101.7,19.61
2020,Season A,October,Mwogo,Beans,2.98,1.84,184.0,Flat,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),0.56,No,Maize,Medium,Limited,Yes,No,23.8,Sandy Soil,6.11,1.8,65.9,23.7,160.9,24.6,75.9,80.7,7.0,9.9,106.2,12.8
2020,Season B,February,Mwogo,Beans,2.5,1.73,173.0,Flat,Improved (RWR 2245),Yes,Inorganic (NPK),0.94,Yes,Fallow,Medium,Adequate,No,Yes,10.3,Sandy Soil,6.03,2.06,74.5,19.2,168.8,21.9,61.3,70.0,7.9,9.6,102.9,13.86
2020,Season B,May,Gashora,Maize,2.74,1.88,188.0,Hillside,Local Variety,No,None,0.0,No,Beans,Medium,Sufficient,Yes,No,17.0,Loam,6.34,1.93,48.3,22.6,195.5,23.4,70.1,72.2,6.8,11.9,102.5,13.4
2023,Season B,March,Ntarama,Beans,2.67,1.95,195.0,Flat,Local Variety,Yes,Inorganic (NPK),0.9,Partial,Beans,High,Sufficient,No,Yes,23.8,Sandy Soil,7.11,3.0,63.4,10.1,255.5,23.8,86.6,78.8,8.5,10.4,121.7,6.74
2023,Season A,December,Mwogo,Rice,2.99,2.08,208.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),1.86,Partial,Maize,Medium,Adequate,No,No,24.3,Sandy Soil,5.89,2.19,71.4,26.4,170.1,22.3,65.5,68.7,7.7,11.1,103.2,24.69
2020,Season A,October,Mayange,Maize,1.75,1.5,150.0,Hillside,Local Variety,Yes,Inorganic (NPK),1.85,Yes,Maize,Low,Adequate,No,No,7.3,Sandy Loam,5.9,2.94,61.4,11.6,209.7,23.0,86.0,79.3,6.2,10.0,109.1,19.32
2021,Season B,March,Shyara,Rice,2.55,2.24,224.0,Flat,Local Variety,Yes,Organic (Compost),0.0,No,Fallow,Medium,Sufficient,Yes,No,15.7,Sandy Loam,6.13,2.39,58.2,21.4,259.9,20.9,102.2,77.3,6.7,10.5,115.2,19.81
2023,Season A,January,Mwogo,Rice,1.07,0.69,69.0,Valley,Hybrid (Komboka),No,None,0.0,Partial,Fallow,Low,Sufficient,Yes,No,10.0,Sandy Soil,5.67,2.11,64.3,23.2,161.9,21.2,60.0,72.2,8.7,10.7,104.8,21.84
2021,Season B,May,Kamabuye,Maize,0.69,0.49,49.0,Flat,Hybrid (H614D),Partial,Organic (Compost),0.23,Partial,Maize,Medium,Limited,Yes,Yes,12.0,Clay Soil,6.92,2.36,40.4,21.2,201.6,24.0,58.7,76.0,7.0,11.0,97.1,17.06
2020,Season A,September,Shyara,Rice,0.26,0.18,18.0,Flat,Hybrid (Komboka),Partial,Organic (Compost),0.63,No,Maize,Medium,Adequate,No,No,18.7,Sandy Loam,5.94,2.28,62.9,20.0,263.6,24.2,49.7,82.9,7.4,12.3,129.9,26.36
2022,Season B,March,Rweru,Maize,2.32,1.46,146.0,Flat,Improved (WH507),No,None,0.0,No,Maize,Medium,Sufficient,Yes,No,8.9,Clay Soil,7.0,2.75,64.3,11.0,178.3,23.9,92.8,81.9,6.9,10.9,116.2,16.09
2020,Season B,February,Musenyi,Maize,1.74,1.23,123.0,Valley,Improved (WH507),Partial,Inorganic (NPK),0.38,No,Fallow,Low,Adequate,No,No,10.8,Loam,7.06,2.39,40.2,19.6,258.9,22.1,91.9,68.1,5.6,10.1,104.2,16.59
2020,Season A,November,Juru,Maize,1.64,1.04,104.0,Flat,Improved (WH507),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,5.6,Sandy Loam,6.83,2.79,46.1,27.0,175.8,23.0,95.4,71.0,7.1,10.1,106.6,16.1
